base_config,config,policy,episode_id,jitter_seed,jitter_applied,generated_config_path,step,launch_diag_json,launch_quality_step_json,launch_quality_done_json
uav_env/JSBSim/configs/hetero_mav_shared_geo_3v2_f16_dynamics_f22_visual_mav_tam_paper_reward_v7_role_aligned.yaml,outputs/environment_audit_v2_auto/generated_configs/hetero_mav_shared_geo_3v2_f16_dynamics_f22_visual_mav_tam_paper_reward_v7_role_aligned_jitter_seed_0.yaml,zero_action_red_vs_blue_rule,0,0,1,outputs/environment_audit_v2_auto/generated_configs/hetero_mav_shared_geo_3v2_f16_dynamics_f22_visual_mav_tam_paper_reward_v7_role_aligned_jitter_seed_0.yaml,0,"{""red"": {""scan_frames"": 36, ""alive_shooters"": 36, ""alive_enemy_pairs"": 48, ""unengaged_enemy_pairs"": 48, ""range_ok_pairs"": 0, ""ao_ok_pairs"": 48, ""ta_ok_pairs"": 0, ""geometry_ok_pairs"": 0, ""lock_started"": 0, ""lock_continued"": 0, ""lock_lost"": 0, ""lock_mature_pairs"": 0, ""ammo_empty_blocked"": 0, ""cooldown_blocked"": 0, ""kill_cooldown_blocked"": 0, ""engaged_blocked"": 0, ""track_unobserved_blocked"": 0, ""mav_shared_track_candidates"": 48, ""direct_track_candidates"": 0, ""role_blocked_mav"": 12, ""launches"": 0, ""boresight_ok_pairs"": 48}, ""blue"": {""scan_frames"": 24, ""alive_shooters"": 24, ""alive_enemy_pairs"": 72, ""unengaged_enemy_pairs"": 24, ""range_ok_pairs"": 0, ""ao_ok_pairs"": 24, ""ta_ok_pairs"": 0, ""geometry_ok_pairs"": 0, ""lock_started"": 0, ""lock_continued"": 0, ""lock_lost"": 0, ""lock_mature_pairs"": 0, ""ammo_empty_blocked"": 0, ""cooldown_blocked"": 0, ""kill_cooldown_blocked"": 0, ""engaged_blocked"": 48, ""track_unobserved_blocked"": 0, ""mav_shared_track_candidates"": 0, ""direct_track_candidates"": 24, ""role_blocked_mav"": 0, ""launches"": 0, ""boresight_ok_pairs"": 24}}",[],[]
uav_env/JSBSim/configs/hetero_mav_shared_geo_3v2_f16_dynamics_f22_visual_mav_tam_paper_reward_v7_role_aligned.yaml,outputs/environment_audit_v2_auto/generated_configs/hetero_mav_shared_geo_3v2_f16_dynamics_f22_visual_mav_tam_paper_reward_v7_role_aligned_jitter_seed_0.yaml,zero_action_red_vs_blue_rule,0,0,1,outputs/environment_audit_v2_auto/generated_configs/hetero_mav_shared_geo_3v2_f16_dynamics_f22_visual_mav_tam_paper_reward_v7_role_aligned_jitter_seed_0.yaml,1,"{""red"": {""scan_frames"": 36, ""alive_shooters"": 36, ""alive_enemy_pairs"": 48, ""unengaged_enemy_pairs"": 48, ""range_ok_pairs"": 0, ""ao_ok_pairs"": 48, ""ta_ok_pairs"": 0, ""geometry_ok_pairs"": 0, ""lock_started"": 0, ""lock_continued"": 0, ""lock_lost"": 0, ""lock_mature_pairs"": 0, ""ammo_empty_blocked"": 0, ""cooldown_blocked"": 0, ""kill_cooldown_blocked"": 0, ""engaged_blocked"": 0, ""track_unobserved_blocked"": 0, ""mav_shared_track_candidates"": 48, ""direct_track_candidates"": 0, ""role_blocked_mav"": 12, ""launches"": 0, ""boresight_ok_pairs"": 48}, ""blue"": {""scan_frames"": 24, ""alive_shooters"": 24, ""alive_enemy_pairs"": 72, ""unengaged_enemy_pairs"": 24, ""range_ok_pairs"": 0, ""ao_ok_pairs"": 24, ""ta_ok_pairs"": 0, ""geometry_ok_pairs"": 0, ""lock_started"": 0, ""lock_continued"": 0, ""lock_lost"": 0, ""lock_mature_pairs"": 0, ""ammo_empty_blocked"": 0, ""cooldown_blocked"": 0, ""kill_cooldown_blocked"": 0, ""engaged_blocked"": 48, ""track_unobserved_blocked"": 0, ""mav_shared_track_candidates"": 0, ""direct_track_candidates"": 24, ""role_blocked_mav"": 0, ""launches"": 0, ""boresight_ok_pairs"": 24}}",[],[]
uav_env/JSBSim/configs/hetero_mav_shared_geo_3v2_f16_dynamics_f22_visual_mav_tam_paper_reward_v7_role_aligned.yaml,outputs/environment_audit_v2_auto/generated_configs/hetero_mav_shared_geo_3v2_f16_dynamics_f22_visual_mav_tam_paper_reward_v7_role_aligned_jitter_seed_0.yaml,zero_action_red_vs_blue_rule,0,0,1,outputs/environment_audit_v2_auto/generated_configs/hetero_mav_shared_geo_3v2_f16_dynamics_f22_visual_mav_tam_paper_reward_v7_role_aligned_jitter_seed_0.yaml,2,"{""red"": {""scan_frames"": 36, ""alive_shooters"": 36, ""alive_enemy_pairs"": 48, ""unengaged_enemy_pairs"": 48, ""range_ok_pairs"": 0, ""ao_ok_pairs"": 48, ""ta_ok_pairs"": 0, ""geometry_ok_pairs"": 0, ""lock_started"": 0, ""lock_continued"": 0, ""lock_lost"": 0, ""lock_mature_pairs"": 0, ""ammo_empty_blocked"": 0, ""cooldown_blocked"": 0, ""kill_cooldown_blocked"": 0, ""engaged_blocked"": 0, ""track_unobserved_blocked"": 0, ""mav_shared_track_candidates"": 48, ""direct_track_candidates"": 0, ""role_blocked_mav"": 12, ""launches"": 0, ""boresight_ok_pairs"": 48}, ""blue"": {""scan_frames"": 24, ""alive_shooters"": 24, ""alive_enemy_pairs"": 72, ""unengaged_enemy_pairs"": 24, ""range_ok_pairs"": 0, ""ao_ok_pairs"": 24, ""ta_ok_pairs"": 0, ""geometry_ok_pairs"": 0, ""lock_started"": 0, ""lock_continued"": 0, ""lock_lost"": 0, ""lock_mature_pairs"": 0, ""ammo_empty_blocked"": 0, ""cooldown_blocked"": 0, ""kill_cooldown_blocked"": 0, ""engaged_blocked"": 48, ""track_unobserved_blocked"": 0, ""mav_shared_track_candidates"": 0, ""direct_track_candidates"": 24, ""role_blocked_mav"": 0, ""launches"": 0, ""boresight_ok_pairs"": 24}}",[],[]
uav_env/JSBSim/configs/hetero_mav_shared_geo_3v2_f16_dynamics_f22_visual_mav_tam_paper_reward_v7_role_aligned.yaml,outputs/environment_audit_v2_auto/generated_configs/hetero_mav_shared_geo_3v2_f16_dynamics_f22_visual_mav_tam_paper_reward_v7_role_aligned_jitter_seed_0.yaml,zero_action_red_vs_blue_rule,0,0,1,outputs/environment_audit_v2_auto/generated_configs/hetero_mav_shared_geo_3v2_f16_dynamics_f22_visual_mav_tam_paper_reward_v7_role_aligned_jitter_seed_0.yaml,3,"{""red"": {""scan_frames"": 36, ""alive_shooters"": 36, ""alive_enemy_pairs"": 48, ""unengaged_enemy_pairs"": 48, ""range_ok_pairs"": 0, ""ao_ok_pairs"": 48, ""ta_ok_pairs"": 0, ""geometry_ok_pairs"": 0, ""lock_started"": 0, ""lock_continued"": 0, ""lock_lost"": 0, ""lock_mature_pairs"": 0, ""ammo_empty_blocked"": 0, ""cooldown_blocked"": 0, ""kill_cooldown_blocked"": 0, ""engaged_blocked"": 0, ""track_unobserved_blocked"": 0, ""mav_shared_track_candidates"": 48, ""direct_track_candidates"": 0, ""role_blocked_mav"": 12, ""launches"": 0, ""boresight_ok_pairs"": 48}, ""blue"": {""scan_frames"": 24, ""alive_shooters"": 24, ""alive_enemy_pairs"": 72, ""unengaged_enemy_pairs"": 24, ""range_ok_pairs"": 0, ""ao_ok_pairs"": 24, ""ta_ok_pairs"": 0, ""geometry_ok_pairs"": 0, ""lock_started"": 0, ""lock_continued"": 0, ""lock_lost"": 0, ""lock_mature_pairs"": 0, ""ammo_empty_blocked"": 0, ""cooldown_blocked"": 0, ""kill_cooldown_blocked"": 0, ""engaged_blocked"": 48, ""track_unobserved_blocked"": 0, ""mav_shared_track_candidates"": 0, ""direct_track_candidates"": 24, ""role_blocked_mav"": 0, ""launches"": 0, ""boresight_ok_pairs"": 24}}",[],[]
uav_env/JSBSim/configs/hetero_mav_shared_geo_3v2_f16_dynamics_f22_visual_mav_tam_paper_reward_v7_role_aligned.yaml,outputs/environment_audit_v2_auto/generated_configs/hetero_mav_shared_geo_3v2_f16_dynamics_f22_visual_mav_tam_paper_reward_v7_role_aligned_jitter_seed_0.yaml,zero_action_red_vs_blue_rule,0,0,1,outputs/environment_audit_v2_auto/generated_configs/hetero_mav_shared_geo_3v2_f16_dynamics_f22_visual_mav_tam_paper_reward_v7_role_aligned_jitter_seed_0.yaml,4,"{""red"": {""scan_frames"": 36, ""alive_shooters"": 36, ""alive_enemy_pairs"": 48, ""unengaged_enemy_pairs"": 48, ""range_ok_pairs"": 0, ""ao_ok_pairs"": 48, ""ta_ok_pairs"": 0, ""geometry_ok_pairs"": 0, ""lock_started"": 0, ""lock_continued"": 0, ""lock_lost"": 0, ""lock_mature_pairs"": 0, ""ammo_empty_blocked"": 0, ""cooldown_blocked"": 0, ""kill_cooldown_blocked"": 0, ""engaged_blocked"": 0, ""track_unobserved_blocked"": 0, ""mav_shared_track_candidates"": 48, ""direct_track_candidates"": 0, ""role_blocked_mav"": 12, ""launches"": 0, ""boresight_ok_pairs"": 48}, ""blue"": {""scan_frames"": 24, ""alive_shooters"": 24, ""alive_enemy_pairs"": 72, ""unengaged_enemy_pairs"": 24, ""range_ok_pairs"": 0, ""ao_ok_pairs"": 24, ""ta_ok_pairs"": 0, ""geometry_ok_pairs"": 0, ""lock_started"": 0, ""lock_continued"": 0, ""lock_lost"": 0, ""lock_mature_pairs"": 0, ""ammo_empty_blocked"": 0, ""cooldown_blocked"": 0, ""kill_cooldown_blocked"": 0, ""engaged_blocked"": 48, ""track_unobserved_blocked"": 0, ""mav_shared_track_candidates"": 0, ""direct_track_candidates"": 24, ""role_blocked_mav"": 0, ""launches"": 0, ""boresight_ok_pairs"": 24}}",[],[]
uav_env/JSBSim/configs/hetero_mav_shared_geo_3v2_f16_dynamics_f22_visual_mav_tam_paper_reward_v7_role_aligned.yaml,outputs/environment_audit_v2_auto/generated_configs/hetero_mav_shared_geo_3v2_f16_dynamics_f22_visual_mav_tam_paper_reward_v7_role_aligned_jitter_seed_0.yaml,zero_action_red_vs_blue_rule,0,0,1,outputs/environment_audit_v2_auto/generated_configs/hetero_mav_shared_geo_3v2_f16_dynamics_f22_visual_mav_tam_paper_reward_v7_role_aligned_jitter_seed_0.yaml,5,"{""red"": {""scan_frames"": 36, ""alive_shooters"": 36, ""alive_enemy_pairs"": 48, ""unengaged_enemy_pairs"": 48, ""range_ok_pairs"": 0, ""ao_ok_pairs"": 48, ""ta_ok_pairs"": 0, ""geometry_ok_pairs"": 0, ""lock_started"": 0, ""lock_continued"": 0, ""lock_lost"": 0, ""lock_mature_pairs"": 0, ""ammo_empty_blocked"": 0, ""cooldown_blocked"": 0, ""kill_cooldown_blocked"": 0, ""engaged_blocked"": 0, ""track_unobserved_blocked"": 0, ""mav_shared_track_candidates"": 48, ""direct_track_candidates"": 0, ""role_blocked_mav"": 12, ""launches"": 0, ""boresight_ok_pairs"": 48}, ""blue"": {""scan_frames"": 24, ""alive_shooters"": 24, ""alive_enemy_pairs"": 72, ""unengaged_enemy_pairs"": 24, ""range_ok_pairs"": 0, ""ao_ok_pairs"": 24, ""ta_ok_pairs"": 0, ""geometry_ok_pairs"": 0, ""lock_started"": 0, ""lock_continued"": 0, ""lock_lost"": 0, ""lock_mature_pairs"": 0, ""ammo_empty_blocked"": 0, ""cooldown_blocked"": 0, ""kill_cooldown_blocked"": 0, ""engaged_blocked"": 48, ""track_unobserved_blocked"": 0, ""mav_shared_track_candidates"": 0, ""direct_track_candidates"": 24, ""role_blocked_mav"": 0, ""launches"": 0, ""boresight_ok_pairs"": 24}}",[],[]
uav_env/JSBSim/configs/hetero_mav_shared_geo_3v2_f16_dynamics_f22_visual_mav_tam_paper_reward_v7_role_aligned.yaml,outputs/environment_audit_v2_auto/generated_configs/hetero_mav_shared_geo_3v2_f16_dynamics_f22_visual_mav_tam_paper_reward_v7_role_aligned_jitter_seed_0.yaml,zero_action_red_vs_blue_rule,0,0,1,outputs/environment_audit_v2_auto/generated_configs/hetero_mav_shared_geo_3v2_f16_dynamics_f22_visual_mav_tam_paper_reward_v7_role_aligned_jitter_seed_0.yaml,6,"{""red"": {""scan_frames"": 36, ""alive_shooters"": 36, ""alive_enemy_pairs"": 48, ""unengaged_enemy_pairs"": 48, ""range_ok_pairs"": 0, ""ao_ok_pairs"": 48, ""ta_ok_pairs"": 0, ""geometry_ok_pairs"": 0, ""lock_started"": 0, ""lock_continued"": 0, ""lock_lost"": 0, ""lock_mature_pairs"": 0, ""ammo_empty_blocked"": 0, ""cooldown_blocked"": 0, ""kill_cooldown_blocked"": 0, ""engaged_blocked"": 0, ""track_unobserved_blocked"": 0, ""mav_shared_track_candidates"": 48, ""direct_track_candidates"": 0, ""role_blocked_mav"": 12, ""launches"": 0, ""boresight_ok_pairs"": 48}, ""blue"": {""scan_frames"": 24, ""alive_shooters"": 24, ""alive_enemy_pairs"": 72, ""unengaged_enemy_pairs"": 24, ""range_ok_pairs"": 0, ""ao_ok_pairs"": 24, ""ta_ok_pairs"": 0, ""geometry_ok_pairs"": 0, ""lock_started"": 0, ""lock_continued"": 0, ""lock_lost"": 0, ""lock_mature_pairs"": 0, ""ammo_empty_blocked"": 0, ""cooldown_blocked"": 0, ""kill_cooldown_blocked"": 0, ""engaged_blocked"": 48, ""track_unobserved_blocked"": 0, ""mav_shared_track_candidates"": 0, ""direct_track_candidates"": 24, ""role_blocked_mav"": 0, ""launches"": 0, ""boresight_ok_pairs"": 24}}",[],[]
uav_env/JSBSim/configs/hetero_mav_shared_geo_3v2_f16_dynamics_f22_visual_mav_tam_paper_reward_v7_role_aligned.yaml,outputs/environment_audit_v2_auto/generated_configs/hetero_mav_shared_geo_3v2_f16_dynamics_f22_visual_mav_tam_paper_reward_v7_role_aligned_jitter_seed_0.yaml,zero_action_red_vs_blue_rule,0,0,1,outputs/environment_audit_v2_auto/generated_configs/hetero_mav_shared_geo_3v2_f16_dynamics_f22_visual_mav_tam_paper_reward_v7_role_aligned_jitter_seed_0.yaml,7,"{""red"": {""scan_frames"": 36, ""alive_shooters"": 36, ""alive_enemy_pairs"": 48, ""unengaged_enemy_pairs"": 48, ""range_ok_pairs"": 0, ""ao_ok_pairs"": 48, ""ta_ok_pairs"": 0, ""geometry_ok_pairs"": 0, ""lock_started"": 0, ""lock_continued"": 0, ""lock_lost"": 0, ""lock_mature_pairs"": 0, ""ammo_empty_blocked"": 0, ""cooldown_blocked"": 0, ""kill_cooldown_blocked"": 0, ""engaged_blocked"": 0, ""track_unobserved_blocked"": 0, ""mav_shared_track_candidates"": 48, ""direct_track_candidates"": 0, ""role_blocked_mav"": 12, ""launches"": 0, ""boresight_ok_pairs"": 48}, ""blue"": {""scan_frames"": 24, ""alive_shooters"": 24, ""alive_enemy_pairs"": 72, ""unengaged_enemy_pairs"": 24, ""range_ok_pairs"": 0, ""ao_ok_pairs"": 24, ""ta_ok_pairs"": 0, ""geometry_ok_pairs"": 0, ""lock_started"": 0, ""lock_continued"": 0, ""lock_lost"": 0, ""lock_mature_pairs"": 0, ""ammo_empty_blocked"": 0, ""cooldown_blocked"": 0, ""kill_cooldown_blocked"": 0, ""engaged_blocked"": 48, ""track_unobserved_blocked"": 0, ""mav_shared_track_candidates"": 0, ""direct_track_candidates"": 24, ""role_blocked_mav"": 0, ""launches"": 0, ""boresight_ok_pairs"": 24}}",[],[]
uav_env/JSBSim/configs/hetero_mav_shared_geo_3v2_f16_dynamics_f22_visual_mav_tam_paper_reward_v7_role_aligned.yaml,outputs/environment_audit_v2_auto/generated_configs/hetero_mav_shared_geo_3v2_f16_dynamics_f22_visual_mav_tam_paper_reward_v7_role_aligned_jitter_seed_0.yaml,zero_action_red_vs_blue_rule,0,0,1,outputs/environment_audit_v2_auto/generated_configs/hetero_mav_shared_geo_3v2_f16_dynamics_f22_visual_mav_tam_paper_reward_v7_role_aligned_jitter_seed_0.yaml,8,"{""red"": {""scan_frames"": 36, ""alive_shooters"": 36, ""alive_enemy_pairs"": 48, ""unengaged_enemy_pairs"": 48, ""range_ok_pairs"": 0, ""ao_ok_pairs"": 48, ""ta_ok_pairs"": 0, ""geometry_ok_pairs"": 0, ""lock_started"": 0, ""lock_continued"": 0, ""lock_lost"": 0, ""lock_mature_pairs"": 0, ""ammo_empty_blocked"": 0, ""cooldown_blocked"": 0, ""kill_cooldown_blocked"": 0, ""engaged_blocked"": 0, ""track_unobserved_blocked"": 0, ""mav_shared_track_candidates"": 48, ""direct_track_candidates"": 0, ""role_blocked_mav"": 12, ""launches"": 0, ""boresight_ok_pairs"": 48}, ""blue"": {""scan_frames"": 24, ""alive_shooters"": 24, ""alive_enemy_pairs"": 72, ""unengaged_enemy_pairs"": 24, ""range_ok_pairs"": 0, ""ao_ok_pairs"": 24, ""ta_ok_pairs"": 0, ""geometry_ok_pairs"": 0, ""lock_started"": 0, ""lock_continued"": 0, ""lock_lost"": 0, ""lock_mature_pairs"": 0, ""ammo_empty_blocked"": 0, ""cooldown_blocked"": 0, ""kill_cooldown_blocked"": 0, ""engaged_blocked"": 48, ""track_unobserved_blocked"": 0, ""mav_shared_track_candidates"": 0, ""direct_track_candidates"": 24, ""role_blocked_mav"": 0, ""launches"": 0, ""boresight_ok_pairs"": 24}}",[],[]
uav_env/JSBSim/configs/hetero_mav_shared_geo_3v2_f16_dynamics_f22_visual_mav_tam_paper_reward_v7_role_aligned.yaml,outputs/environment_audit_v2_auto/generated_configs/hetero_mav_shared_geo_3v2_f16_dynamics_f22_visual_mav_tam_paper_reward_v7_role_aligned_jitter_seed_0.yaml,zero_action_red_vs_blue_rule,0,0,1,outputs/environment_audit_v2_auto/generated_configs/hetero_mav_shared_geo_3v2_f16_dynamics_f22_visual_mav_tam_paper_reward_v7_role_aligned_jitter_seed_0.yaml,9,"{""red"": {""scan_frames"": 36, ""alive_shooters"": 36, ""alive_enemy_pairs"": 48, ""unengaged_enemy_pairs"": 48, ""range_ok_pairs"": 0, ""ao_ok_pairs"": 48, ""ta_ok_pairs"": 0, ""geometry_ok_pairs"": 0, ""lock_started"": 0, ""lock_continued"": 0, ""lock_lost"": 0, ""lock_mature_pairs"": 0, ""ammo_empty_blocked"": 0, ""cooldown_blocked"": 0, ""kill_cooldown_blocked"": 0, ""engaged_blocked"": 0, ""track_unobserved_blocked"": 0, ""mav_shared_track_candidates"": 48, ""direct_track_candidates"": 0, ""role_blocked_mav"": 12, ""launches"": 0, ""boresight_ok_pairs"": 48}, ""blue"": {""scan_frames"": 24, ""alive_shooters"": 24, ""alive_enemy_pairs"": 72, ""unengaged_enemy_pairs"": 24, ""range_ok_pairs"": 0, ""ao_ok_pairs"": 24, ""ta_ok_pairs"": 0, ""geometry_ok_pairs"": 0, ""lock_started"": 0, ""lock_continued"": 0, ""lock_lost"": 0, ""lock_mature_pairs"": 0, ""ammo_empty_blocked"": 0, ""cooldown_blocked"": 0, ""kill_cooldown_blocked"": 0, ""engaged_blocked"": 48, ""track_unobserved_blocked"": 0, ""mav_shared_track_candidates"": 0, ""direct_track_candidates"": 24, ""role_blocked_mav"": 0, ""launches"": 0, ""boresight_ok_pairs"": 24}}",[],[]
